ID,Round_Numb,Year,Show,Date,Show_Round,Class_Short,Class Numb,Class_Round,Full_Group,Group_State,EA_Tot_Sc,EA_Tot_Rnk,MA_Tot_Sc,MA_Tot_Rnk,DA_Tot_Sc,DA_Tot_Rnk,Tot_GE_Sc,Tot_GE_Rnk,Subtot_Sc,Subtot_Rnk,Pen_Sc,Tot_Sc,Seed Score,Tot_Rnk,Ovr_Rnk,Attend,WC Round,Prv Class,Prv Attend,Prv WC Round,Prv Fin Score,Prv Fin Place,Fin Score,Fin Place,Finalist
11172,1,2019,East Power Regional,3/16/2019,Prelims,IW,5,-,Fusion Winter Guard (NJ),NJ,17.3,2,15.6,2,16.7,2,33.7,2,83.3,2,0,83.3,84.80,2,2,1,2,5,1,1,80.5,26,84.2,20,0
11173,1,2019,East Power Regional,3/16/2019,Prelims,IW,5,-,The Brigadiers (NY),NY,17,3,14.7,3,15.9,4,32.9,3,80.5,3,0,80.5,82.00,3,3,1,2,3,1,3,95.6,3,80.5,24,0
11174,1,2019,East Power Regional,3/16/2019,Prelims,IW,5,-,Alter Ego (NJ),NJ,15,4,14,5,16.3,3,30.6,4,75.9,4,0,75.9,77.40,4,4,1,1,5,1,2,83.9,17,75.7,29,0
11176,1,2019,Mid Atlantic Regional,3/16/2019,Prelims,SA,2,Round 1,Northwest Cabarrus HS (NC),NC,16.54,3,17.2,1,17.4,1,34.6,2,85.74,1,0,85.74,87.24,1,2,1,3,2,1,3,87.04,18,95.645,3,1
11177,1,2019,Mid Atlantic Regional,3/16/2019,Prelims,SA,2,Round 1,Alpharetta HS (GA),GA,16.74,2,16.87,2,16.9,2,34.7,1,85.21,2,0,85.21,86.71,2,3,1,3,2,1,2,83.24,58,91.895,11,1
11178,1,2019,Mid Atlantic Regional,3/16/2019,Prelims,SA,2,Round 1,Clover HS (SC),SC,16.94,1,15.89,5,16.6,4,32.5,4,81.93,3,0,81.93,83.43,3,9,1,2,2,0,0,0,0,87.195,38,0
11179,1,2019,Mid Atlantic Regional,3/16/2019,Prelims,SA,2,Round 1,Byrnes HS A (SC),SC,15.88,5,15.94,4,15.9,7,33.2,3,80.92,4,0,80.92,82.42,4,10,1,1,2,0,0,0,0,80.12,95,0
11180,1,2019,Mid Atlantic Regional,3/16/2019,Prelims,SA,2,Round 1,Lambert HS (GA),GA,16.08,4,15.6,6,16.5,5,31.8,6,79.98,5,0,79.98,81.48,5,12,1,2,2,1,1,81.91,72,87.445,36,0
11188,1,2019,Mid Atlantic Regional,3/16/2019,Prelims,SA,2,Round 2,East Lincoln HS (NC),NC,17.46,1,17.46,1,17.4,1,35,1,87.32,1,0,87.32,88.82,1,1,1,3,2,0,0,0,0,91.76,14,1
11189,1,2019,Mid Atlantic Regional,3/16/2019,Prelims,SA,2,Round 2,Grassfield HS (VA),VA,17.01,2,16.67,3,16.5,3,33.5,2,83.68,2,0,83.68,85.18,2,4,1,3,2,1,2,85.065,40,91.345,17,1
11190,1,2019,Mid Atlantic Regional,3/16/2019,Prelims,SA,2,Round 2,Dobyns-Bennett HS (TN),TN,16.41,3,17.27,2,16.7,2,33,3,83.38,3,0,83.38,84.88,3,8,1,2,2,0,0,0,0,88.23,44,0
11192,1,2019,Mid Atlantic Regional,3/16/2019,Prelims,SA,2,Round 2,Lanier HS (GA),GA,14.82,9,15.67,5,16.1,4,30.5,6,77.09,5,0,77.09,78.59,5,19,1,1,2,0,0,0,0,76.92,117,0
11200,1,2019,Mid Atlantic Regional,3/16/2019,Prelims,SA,2,Round 3,Pope HS (GA),GA,16.35,3,16.48,3,17.1,2,33.6,1,83.53,1,0,83.53,85.03,1,5,1,2,2,1,1,80.13,83,88.04,51,0
11201,1,2019,Mid Atlantic Regional,3/16/2019,Prelims,SA,2,Round 3,Northwest Guilford HS (NC),NC,16.67,2,16.75,2,16.7,3,33.4,2,83.52,2,0,83.52,85.02,2,6,1,2,2,1,2,83.535,54,86.51,52,0
11202,1,2019,Mid Atlantic Regional,3/16/2019,Prelims,SA,2,Round 3,Hickory HS (VA),VA,16.75,1,16.94,1,16.6,4,33.1,3,83.39,3,0,83.39,84.89,3,7,1,2,2,0,0,0,0,87.04,50,0
11203,1,2019,Mid Atlantic Regional,3/16/2019,Prelims,SA,2,Round 3,Fort Mill HS (SC),SC,15.48,6,15.76,6,17.3,1,32.2,4,80.74,4,0,80.74,82.24,4,11,1,2,2,1,3,83.925,23,86.72,60,0
11204,1,2019,Mid Atlantic Regional,3/16/2019,Prelims,SA,2,Round 3,Ola HS (GA),GA,15.73,5,15.79,5,15.9,6,32.2,4,79.62,5,0,79.62,81.12,5,13,1,1,2,0,0,0,0,85.18,65,0
11206,1,2019,Mid Atlantic Regional,3/16/2019,Prelims,SA,2,Round 3,Carrollton HS (GA),GA,14.61,8,14.95,7,15,8,30.3,6,74.86,7,0,74.86,76.36,7,24,1,1,2,0,0,0,0,76.19,120,0
11211,1,2019,Mid Atlantic Regional,3/16/2019,Prelims,IA,1,-,Divenire Winter Guard (AL),AL,16.55,1,16.74,1,17,2,34.3,1,84.59,1,0,84.59,86.09,1,1,1,3,1,1,1,76.75,44,91,6,1
11212,1,2019,Mid Atlantic Regional,3/16/2019,Prelims,IA,1,-,Verve (KY),KY,15.95,2,15.21,4,17.2,1,33.3,2,81.66,2,0,81.66,83.16,2,2,1,3,1,0,0,0,0,89.23,15,1
11213,1,2019,Mid Atlantic Regional,3/16/2019,Prelims,IA,1,-,Metanoia Winter Guard (NC),NC,15.55,4,16.42,2,16.7,3,32.9,3,81.57,3,0,81.57,83.07,3,3,1,3,1,0,0,0,0,90.62,9,1
11214,1,2019,Mid Atlantic Regional,3/16/2019,Prelims,IA,1,-,Reverie A (GA),GA,15.63,3,16.34,3,16.1,4,32.2,4,80.27,4,0,80.27,81.77,4,4,1,2,1,1,3,85.94,14,86.73,19,0
11216,1,2019,Mid Atlantic Regional,3/16/2019,Prelims,IA,1,-,Incipient Winterguard (SC),SC,13.68,6,13.36,6,15.4,5,27.9,6,70.34,6,0,70.34,71.84,6,6,1,1,1,1,1,72.95,52,77.23,48,0
11218,1,2019,Mid Atlantic Regional,3/16/2019,Prelims,SO,4,-,East Coweta HS (GA),GA,17.3,1,16,5,17.3,1,34.6,1,85.2,1,0,85.2,86.70,1,1,1,3,4,1,1,82.9,38,91.5,8,1
11219,1,2019,Mid Atlantic Regional,3/16/2019,Prelims,SO,4,-,Cleveland HS (NC),NC,16.9,3,17.1,2,16.1,4,33.2,2,83.3,2,0,83.3,84.80,2,2,1,3,4,1,3,84.2,17,89.3,9,1
11220,1,2019,Mid Atlantic Regional,3/16/2019,Prelims,SO,4,-,Marvin Ridge HS (NC),NC,17.2,2,16.8,3,16.4,2,32.4,4,82.8,3,0,82.8,84.30,3,3,1,3,4,1,3,92.55,6,88.4,13,1
11221,1,2019,Mid Atlantic Regional,3/16/2019,Prelims,SO,4,-,Green Hope HS (NC),NC,15,6,15.8,6,16.3,3,33.1,3,80.2,4,0,80.2,81.70,4,4,1,2,2,1,3,95.79,4,84.1,28,0
11222,1,2019,Mid Atlantic Regional,3/16/2019,Prelims,SO,4,-,Byrnes HS (SC),SC,15.4,4,16.6,4,15.5,5,31.4,5,78.9,5,0,78.9,80.40,5,5,1,1,4,1,1,82.9,38,80.6,39,0
11224,1,2019,Mid Atlantic Regional,3/16/2019,Prelims,IO,3,-,Paramount Open (GA),GA,17.7,1,17,1,18.1,1,35.4,1,88.2,1,0,88.2,89.70,1,1,1,3,3,1,3,90.8,7,97.45,2,1
11225,1,2019,Mid Atlantic Regional,3/16/2019,Prelims,IO,3,-,Legacy presented by Carolina Gold (NC),NC,16.8,2,16.5,3,17.2,2,33.8,2,84.3,2,0,84.3,85.80,2,2,1,3,3,1,3,87.85,10,91.5,8,1
11226,1,2019,Mid Atlantic Regional,3/16/2019,Prelims,IO,3,-,JMU Nuance (VA),VA,16.4,4,16.7,2,16.2,4,32.6,5,81.9,3,0,81.9,83.40,3,3,1,3,1,1,3,95.41,3,89.7,13,1
11227,1,2019,Mid Atlantic Regional,3/16/2019,Prelims,IO,3,-,Georgia State University Winterguard (GA),GA,16.5,3,16.1,5,15.9,5,33.1,3,81.6,4,0,81.6,83.10,4,4,1,3,1,1,3,94.035,5,89.1,11,1
11228,1,2019,Mid Atlantic Regional,3/16/2019,Prelims,IO,3,-,The District Independent (SC),SC,15.5,5,16.3,4,16.3,3,33,4,81.1,5,0,81.1,82.60,5,5,1,2,3,1,3,86.55,12,84.7,23,0
11229,1,2019,Mid Atlantic Regional,3/16/2019,Prelims,IO,3,-,Charles Towne Independent (SC),SC,15.1,6,15.2,6,14.6,6,31.6,6,76.5,6,0,76.5,78.00,6,6,1,1,1,1,3,94.05,4,78,43,0
11230,1,2019,Mid Atlantic Regional,3/16/2019,Prelims,IW,5,-,Paramount (GA),GA,18.2,1,18,1,17.9,1,36.3,1,90.4,1,0,90.4,91.90,1,1,1,3,5,1,3,97,1,96.2,2,1
11231,1,2019,Mid Atlantic Regional,3/16/2019,Prelims,IW,5,-,Etude (SC),SC,17.9,2,17.7,2,17.7,2,36.1,2,89.4,2,0,89.4,90.90,2,2,1,3,5,1,3,86.8,10,93.1,6,1
11232,1,2019,Mid Atlantic Regional,3/16/2019,Prelims,IW,5,-,First Flight (NC),NC,15.9,3,16.6,3,16.6,3,33.3,3,82.4,3,0,82.4,83.90,3,3,1,2,5,1,2,82.1,20,81.3,23,0
11234,1,2019,Southwest Power Regional,3/16/2019,Prelims,SA,2,Round 1,Azle HS (TX),TX,15.33,3,14.35,6,15.9,2,32,2,77.58,2,0,77.58,79.08,2,12,1,1,2,0,0,0,0,83.85,72,0
11247,1,2019,Southwest Power Regional,3/16/2019,Prelims,SA,2,Round 2,Guyer HS (TX),TX,15.14,8,15.81,4,15.5,5,31.1,4,77.55,4,0,77.55,79.05,4,13,1,1,2,0,0,0,0,79,104,0
11252,1,2019,Southwest Power Regional,3/16/2019,Prelims,SA,2,Round 2,The Woodlands College Park HS (TX),TX,14.34,10,14.68,8,15,8,28.7,10,72.72,9,0,72.72,74.22,9,32,1,1,2,0,0,0,0,77.83,113,0
11255,1,2019,Southwest Power Regional,3/16/2019,Prelims,SA,2,Round 3,Alvin HS (TX),TX,16.67,1,16.41,1,16.3,2,32.2,1,81.58,1,3.2,78.38,79.88,2,8,1,2,2,0,0,0,0,90.27,23,0
11258,1,2019,Southwest Power Regional,3/16/2019,Prelims,SA,2,Round 3,Sachse HS (TX),TX,15.35,5,15.21,6,15.1,6,30.4,6,76.06,6,0,76.06,77.56,5,20,1,2,2,0,0,0,0,86.21,61,0
11266,1,2019,Southwest Power Regional,3/16/2019,Prelims,SA,2,Round 4,Winston Churchill HS (TX),TX,16.4,1,16.14,1,15.7,4,31.7,4,79.94,1,0,79.94,81.44,1,5,1,2,2,0,0,0,0,88.14,47,0
11269,1,2019,Southwest Power Regional,3/16/2019,Prelims,SA,2,Round 4,Bryan HS (TX),TX,14.94,6,15.2,5,15.6,5,32.1,1,77.84,4,0,77.84,79.34,4,11,1,2,2,0,0,0,0,84.91,56,0
11275,1,2019,Southwest Power Regional,3/16/2019,Prelims,SA,2,Round 4,Union HS (OK),OK,14.08,11,14.69,7,15.2,6,28,12,71.97,10,0,71.97,73.47,10,35,1,1,4,0,0,0,0,81.17,87,0
11278,1,2019,Southwest Power Regional,3/16/2019,Prelims,IA,1,-,Anesidora (CO),CO,16.48,1,16.28,1,16.3,1,31.7,1,80.76,1,0,80.76,82.26,1,1,1,3,1,1,3,87.39,12,90.85,10,1
11279,1,2019,Southwest Power Regional,3/16/2019,Prelims,IA,1,-,Eagle Mountain Independent (TX),TX,15.46,2,15.81,2,15.7,2,31.6,2,78.57,2,0,78.57,80.07,2,2,1,2,1,1,2,82.74,29,85.81,26,0
11280,1,2019,Southwest Power Regional,3/16/2019,Prelims,IA,1,-,Undaunted (TX),TX,15.21,3,15.08,3,15,3,29.2,4,74.49,3,0,74.49,75.99,3,3,1,2,1,0,0,0,0,85.04,20,0
11281,1,2019,Southwest Power Regional,3/16/2019,Prelims,IA,1,-,Latitude Independent (TX),TX,14.28,4,14.4,4,14.5,4,29.5,3,72.68,4,0,72.68,74.18,4,4,1,1,1,0,0,0,0,78.11,43,0
11282,1,2019,Southwest Power Regional,3/16/2019,Prelims,IA,1,-,ATX Winterguard (TX),TX,13.75,5,13.82,5,14.3,5,29,5,70.87,5,0,70.87,72.37,5,5,1,1,1,1,1,76.95,41,80.58,37,0
11283,1,2019,Southwest Power Regional,3/16/2019,Prelims,SO,4,-,Dripping Springs HS (TX),TX,17,1,17,1,17.4,1,35,2,86.4,1,0,86.4,87.90,1,1,1,3,2,0,0,0,0,96.1,3,1
11284,1,2019,Southwest Power Regional,3/16/2019,Prelims,SO,4,-,McNeil HS (TX),TX,16.7,2,16.8,2,17.2,2,35.6,1,86.3,2,0,86.3,87.80,2,2,1,3,4,1,3,93.75,4,92.65,4,1
11285,1,2019,Southwest Power Regional,3/16/2019,Prelims,SO,4,-,Little Elm HS (TX),TX,16.5,3,16.4,3,16.6,4,33.1,5,82.6,3,0,82.6,84.10,3,3,1,3,4,0,0,0,0,92.05,6,1
11287,1,2019,Southwest Power Regional,3/16/2019,Prelims,SO,4,-,Eastlake HS (TX),TX,16,6,15.9,6,16.5,5,32,7,80.4,5,0.6,79.8,81.30,5,5,1,2,4,1,3,93.6,5,83.1,29,0
11290,1,2019,Southwest Power Regional,3/16/2019,Prelims,SO,4,-,Bentonville HS (AR),AR,15.9,7,15.6,9,16.8,3,31.4,8,79.7,8,0,79.7,81.20,8,8,1,2,4,1,3,85.65,14,82.9,34,0
11291,1,2019,Southwest Power Regional,3/16/2019,Prelims,SO,4,-,Dawson HS (TX),TX,16.2,5,16,5,15.6,8,29.9,11,77.7,9,0,77.7,79.20,9,9,1,1,4,0,0,0,0,81.3,37,0
11292,1,2019,Southwest Power Regional,3/16/2019,Prelims,SO,4,-,Eden Prairie HS (MN),MN,15.8,8,15.7,8,15.5,9,29.9,11,76.9,10,0,76.9,78.40,10,10,1,2,4,1,2,83.2,30,82.6,36,0
11296,1,2019,Southwest Power Regional,3/16/2019,Prelims,SO,4,-,Allen HS (TX),TX,15.3,13,14.7,15,14.8,13,29.3,13,74.1,14,0,74.1,75.60,14,14,1,1,2,0,0,0,0,78.4,43,0
11297,1,2019,Southwest Power Regional,3/16/2019,Prelims,SO,4,-,Jenks HS (OK),OK,14.4,16,14.5,16,15,12,29.3,13,73.2,15,0,73.2,74.70,15,15,1,1,4,0,0,0,0,79.3,42,0
11298,1,2019,Southwest Power Regional,3/16/2019,Prelims,SO,4,-,Bellevue West HS (NE),NE,14.6,15,14.9,14,14,16,26.8,16,70.3,16,0,70.3,71.80,16,16,1,1,4,1,1,81.6,42,76.1,48,0
11299,1,2019,Southwest Power Regional,3/16/2019,Prelims,IO,3,-,ORIGINS (TX),TX,16.5,1,16.7,1,16.6,1,32.1,2,81.9,1,0.1,81.8,83.30,1,1,1,3,3,1,3,92.85,5,94.75,5,1
11300,1,2019,Southwest Power Regional,3/16/2019,Prelims,IO,3,-,Black Gold Open (TX),TX,16,2,16,2,16.1,2,32.9,1,81,2,0,81,82.50,2,2,1,3,3,0,0,0,0,90.5,9,1
11301,1,2019,Southwest Power Regional,3/16/2019,Prelims,IO,3,-,Spirit Independent from The University of Houston (TX),TX,14.8,3,15.2,3,15,3,30,3,75,3,0,75,76.50,3,3,1,1,3,1,2,84.4,18,82.9,31,0
11302,1,2019,Southwest Power Regional,3/16/2019,Prelims,IO,3,-,Redemption Guard (TX),TX,13.2,4,13.5,4,14.2,4,26.8,4,67.7,4,0,67.7,69.20,4,4,1,1,5,1,1,70,31,74.6,47,0
11304,1,2019,Southwest Power Regional,3/16/2019,Prelims,SW,6,-,The Woodlands HS (TX),TX,15.4,3,15.4,2,15.2,2,30.8,2,76.8,2,0,76.8,78.30,2,2,1,3,6,0,0,0,0,84.5,14,1
11305,1,2019,Southwest Power Regional,3/16/2019,Prelims,SW,6,-,Marcus HS (TX),TX,15.6,2,15.2,3,15,3,30.4,3,76.2,3,0,76.2,77.70,3,3,1,2,6,0,0,0,0,80.8,20,0
11306,1,2019,Southwest Power Regional,3/16/2019,Prelims,IW,5,-,CGT Dallas (TX),TX,17.1,1,17,1,17.4,1,34.9,1,86.4,1,0,86.4,87.90,1,1,1,3,5,1,3,95.75,4,91.8,8,1
11307,1,2019,Southwest Power Regional,3/16/2019,Prelims,IW,5,-,CGT Denton (TX),TX,16.5,3,16.4,4,16.3,4,33.9,2,83.1,2,0,83.1,84.60,2,2,1,3,3,1,3,96.9,2,89.2,11,1
11308,1,2019,Southwest Power Regional,3/16/2019,Prelims,IW,5,-,Black Gold (TX),TX,16.7,2,16.6,2,16.4,3,33.3,3,83,3,0,83,84.50,3,3,1,3,5,1,3,81.6,14,88.2,13,1
11309,1,2019,Southwest Power Regional,3/16/2019,Prelims,IW,5,-,Cypress Independent (TX),TX,16.2,4,16.5,3,16.6,2,33.3,3,82.6,4,0,82.6,84.10,4,4,1,2,5,1,3,82.15,13,85.4,17,0
11310,1,2019,Southwest Power Regional,3/16/2019,Prelims,IW,5,-,Invictus (TX),TX,15.9,5,15.7,5,15.7,5,31.7,5,79,5,0,79,80.50,5,5,1,2,5,1,2,80.1,22,82,22,0
11311,1,2019,Southwest Power Regional,3/16/2019,Prelims,IW,5,-,Lake Area Independent (LA),LA,13.7,6,13.9,6,14.1,6,28.7,6,70.4,6,0,70.4,71.90,6,6,1,1,3,0,0,0,0,70.8,31,0
11328,1,2019,Union City Regional,3/16/2019,Prelims,SA,2,Round 3,Live Oak HS (CA),CA,16.86,1,16.74,1,16.2,1,33.9,1,83.7,1,0,83.7,85.20,1,2,1,2,2,0,0,0,0,89.855,27,0
11336,1,2019,Union City Regional,3/16/2019,Prelims,SA,2,Round 3,Saratoga HS JV (CA),CA,13.88,9,13.75,9,11.1,9,27.1,9,65.83,9,0,65.83,67.33,9,25,1,1,2,1,1,71.47,130,70.83,136,0
11339,1,2019,Union City Regional,3/16/2019,Prelims,IA,1,-,Opal (CA),CA,14.74,3,15.07,3,13.5,3,31.1,3,74.41,3,0,74.41,75.91,3,3,1,1,1,1,1,74.68,50,77.44,47,0
11342,1,2019,Union City Regional,3/16/2019,Prelims,SO,4,-,El Capitan HS (CA),CA,16.8,1,16.8,1,17.3,1,32.6,1,83.5,1,0,83.5,85.00,1,1,1,3,4,1,2,83.7,29,88.2,14,1
11343,1,2019,Union City Regional,3/16/2019,Prelims,SO,4,-,Saratoga HS (CA),CA,16.2,2,16.6,2,16.6,2,32.3,2,81.7,2,0,81.7,83.20,2,2,1,2,4,1,2,85.7,23,87.6,16,0
11349,1,2019,Union City Regional,3/16/2019,Prelims,IO,3,-,Arete Winterguard (CA),CA,16.2,1,16.3,1,16.7,2,32.8,1,82,1,0,82,83.50,1,1,1,2,1,1,1,77.48,37,86.8,18,0
11353,1,2019,Union City Regional,3/16/2019,Prelims,SW,6,-,Warren Central HS (IN),IN,17.2,2,16.1,3,17.1,2,32.9,2,83.3,2,0,83.3,84.80,2,2,1,3,6,1,3,81,14,87.75,10,1
11355,1,2019,Union City Regional,3/16/2019,Prelims,SW,6,-,Stockdale HS (CA),CA,14.8,4,15.1,4,14.5,4,30.9,4,75.3,4,0,75.3,76.80,4,4,1,1,6,1,2,81.1,16,77.3,23,0
11356,1,2019,Union City Regional,3/16/2019,Prelims,IW,5,-,Imbue (CA),CA,18.4,1,17.1,1,18,1,34.4,1,87.9,1,0.1,87.8,89.30,1,1,1,3,5,1,3,92.25,5,95.4,4,1
11357,1,2019,Union City Regional,3/16/2019,Prelims,IW,5,-,In Motion Performance Ensemble (CA),CA,15.2,2,14.7,2,15.8,2,30.2,2,75.9,2,0,75.9,77.40,2,2,1,1,5,1,2,78.3,25,77.5,27,0
11360,3,2019,Pittsburgh Regional,3/10/2019,Finals,SA,2,-,Westerville City School District (OH),OH,16.01,3,16.01,3,16.1,3,33.8,2,81.92,2,0,81.92,84.92,2,2,1,2,2,1,2,83.115,60,90.6,21,0
11363,3,2019,Pittsburgh Regional,3/10/2019,Finals,SA,2,-,Chambersburg HS (PA),PA,15.68,4,15.35,5,15.5,5,30.3,6,76.83,5,0,76.83,79.83,5,5,1,1,2,0,0,0,0,82.72,80,0
11366,3,2019,Pittsburgh Regional,3/10/2019,Finals,SA,2,-,Central Crossing HS (OH),OH,15.34,5,15.19,8,14.9,7,30,8,75.43,8,0,75.43,78.43,8,8,1,2,2,0,0,0,0,85.2,62,0
11370,3,2019,Pittsburgh Regional,3/10/2019,Finals,SA,2,-,Dublin Coffman HS (OH),OH,13.88,12,14.56,11,14.7,9,27.2,13,70.34,12,0,70.34,73.34,12,12,1,1,2,0,0,0,0,78.51,110,0
11372,3,2019,Pittsburgh Regional,3/10/2019,Finals,SA,2,-,Hilliard Darby HS (OH),OH,13.87,13,13.86,13,13.2,14,26.7,14,67.63,14,0,67.63,70.63,14,14,1,1,2,1,1,73.59,123,71.93,135,0
11374,3,2019,Pittsburgh Regional,3/10/2019,Finals,IA,1,-,Legacy Winter Guard (Canada),Canada,15.41,1,15.19,3,16,1,31.5,1,78.1,2,0,78.1,81.10,2,2,1,2,1,1,1,71.14,54,84.08,29,0
11375,3,2019,Pittsburgh Regional,3/10/2019,Finals,IA,1,-,Collage (OH),OH,14.94,3,15.2,2,15.6,3,30.3,3,76.04,3,0,76.04,79.04,3,3,1,2,1,0,0,0,0,84.52,24,0
11377,3,2019,Pittsburgh Regional,3/10/2019,Finals,IA,1,-,Lake Erie Regiment (PA),PA,14.21,5,14.21,5,14.3,5,28.2,5,70.92,5,0,70.92,73.92,5,5,1,1,1,1,1,75.85,46,76.72,51,0
11379,3,2019,Pittsburgh Regional,3/10/2019,Finals,SO,4,-,Jamestown HS (NY),NY,15.2,1,15.8,1,15.9,1,31.8,1,78.7,1,0,78.7,81.70,1,1,1,2,4,1,1,80.2,48,83.5,32,0
11380,3,2019,Pittsburgh Regional,3/10/2019,Finals,IO,3,-,Top Hats (PA),PA,16,1,16.2,1,16.3,1,32.6,1,81.1,1,0,81.1,84.10,1,1,1,1,5,0,0,0,0,82.7,32,0
11381,3,2019,Pittsburgh Regional,3/10/2019,Finals,IO,3,-,Lancaster Independent (NY),NY,15.1,2,15.6,2,15.8,2,31.4,2,77.9,2,0,77.9,80.90,2,2,1,1,3,1,2,79.4,24,82.7,32,0
11382,3,2019,Pittsburgh Regional,3/10/2019,Finals,SW,6,-,Norwin HS (PA),PA,16.3,1,16.4,1,16.4,1,33.7,1,82.8,1,0,82.8,85.80,1,1,1,3,6,1,3,80.85,15,90.9,7,1
11384,3,2019,Flint Regional,3/9/2019,Finals,SA,2,-,Flushing HS (MI),MI,16.8,2,16.47,2,17.2,2,33.8,2,84.27,2,0,84.27,87.27,2,2,1,2,2,1,3,83.41,25,88.02,34,0
11385,3,2019,Flint Regional,3/9/2019,Finals,SA,2,-,Archbishop Carroll HS (OH),OH,16.35,3,16.15,3,16.9,4,32.3,5,81.7,3,0,81.7,84.70,3,3,1,2,2,1,1,80.79,78,89.18,30,0
11386,3,2019,Flint Regional,3/9/2019,Finals,SA,2,-,A.A. Stagg HS (IL),IL,16.08,5,15.55,6,17.1,3,32.5,4,81.23,4,0,81.23,84.23,4,4,1,2,2,1,3,89.715,13,88.51,49,0
11387,3,2019,Flint Regional,3/9/2019,Finals,SA,2,-,Jenison HS (MI),MI,16.13,4,16.14,4,16.7,5,31.9,6,80.87,5,0,80.87,83.87,5,5,1,2,2,1,2,85.97,34,88.57,55,0
11388,3,2019,Flint Regional,3/9/2019,Finals,SA,2,-,West Bloomfield HS (MI),MI,15.28,9,15.28,8,16.2,6,32.6,3,79.36,6,0,79.36,82.36,6,6,1,1,2,1,2,84.87,41,80.28,93,0
11389,3,2019,Flint Regional,3/9/2019,Finals,SA,2,-,Adlai E. Stevenson HS (IL),IL,15.86,6,16.13,5,16,7,31.1,8,79.09,7,0,79.09,82.09,7,7,1,1,2,0,0,0,0,85.63,61,0
11390,3,2019,Flint Regional,3/9/2019,Finals,SA,2,-,Ada HS (OH),OH,15.55,7,15.53,7,15.9,8,31.7,7,78.68,8,0,78.68,81.68,8,8,1,2,4,1,1,75.6,57,89.69,31,0
11391,3,2019,Flint Regional,3/9/2019,Finals,SA,2,-,Lake Orion HS (MI),MI,15.53,8,14.94,10,15.8,9,30.6,9,76.87,9,0.2,76.67,79.67,9,9,1,1,2,1,3,84.27,22,81.35,85,0
11392,3,2019,Flint Regional,3/9/2019,Finals,SA,2,-,Beavercreek HS (OH),OH,14.94,10,15.21,9,15.2,10,29.3,12,74.65,10,0,74.65,77.65,10,10,1,1,4,1,1,73.7,59,79.09,102,0
11393,3,2019,Flint Regional,3/9/2019,Finals,SA,2,-,Troy Athens HS (MI),MI,14.67,11,14.6,12,15,12,30.1,10,74.37,11,0,74.37,77.37,11,11,1,2,2,1,1,80.24,81,86.13,53,0
11395,3,2019,Flint Regional,3/9/2019,Finals,SA,2,-,Hudsonville HS (MI),MI,14.4,13,14.28,13,15.1,11,29.1,13,72.88,13,0,72.88,75.88,13,13,1,1,2,1,1,77.47,99,79.26,100,0
11396,3,2019,Flint Regional,3/9/2019,Finals,IA,1,-,Odin Winter Guard (MI),MI,15.15,1,14.82,2,15.3,1,29.9,1,75.17,1,0,75.17,78.17,1,1,1,1,1,1,2,82.32,30,79.75,41,0
11399,3,2019,Flint Regional,3/9/2019,Finals,IA,1,-,Rangerettes (OH),OH,13.88,4,13.76,4,14.5,3,27.5,4,69.64,4,0,69.64,72.64,4,4,1,1,1,1,1,77.26,39,76.4,52,0
11400,3,2019,Flint Regional,3/9/2019,Finals,IO,3,-,Ovation (MI),MI,16.1,1,15.7,1,16.1,1,32.1,1,80,1,0,80,83.00,1,1,1,1,1,1,3,83.825,17,83.3,27,0
11401,3,2019,Flint Regional,3/9/2019,Finals,IO,3,-,State of Art (MI),MI,15.1,2,15.3,2,15.3,2,30.3,2,76,2,0,76,79.00,2,2,1,1,3,0,0,0,0,81.6,34,0
11402,3,2019,Flint Regional,3/9/2019,Finals,SW,6,-,Plymouth-Canton Educational Park (MI),MI,15.1,1,15.6,1,15.4,1,30,1,76.1,1,0,76.1,79.10,1,1,1,2,4,1,3,95.45,2,82.4,17,0
11403,3,2019,Flint Regional,3/9/2019,Finals,IW,5,-,Onyx (OH),OH,17.5,1,18,1,17.8,1,35.2,1,88.5,1,0,88.5,91.50,1,1,1,3,5,1,3,89.15,8,90.7,10,1
11406,3,2019,Nashville Regional,3/9/2019,Finals,SA,2,-,Pace HS (FL),FL,15.35,7,16.07,4,16,6,32.6,3,80.02,3,0,80.02,83.02,3,3,1,1,2,1,2,88.275,26,83.34,79,0
11408,3,2019,Nashville Regional,3/9/2019,Finals,SA,2,-,Clinton HS (MS),MS,15.12,9,15.32,10,16.5,2,32.9,2,79.84,5,0,79.84,82.84,5,5,1,2,2,1,1,79.37,86,90.175,24,0
11409,3,2019,Nashville Regional,3/9/2019,Finals,SA,2,-,Seymour HS (TN),TN,16.08,2,15.67,6,15.7,7,31.6,5,79.05,6,0,79.05,82.05,6,6,1,1,2,1,1,83.48,63,82.02,83,0
11413,3,2019,Nashville Regional,3/9/2019,Finals,SA,2,-,Bob Jones HS (AL),AL,14.87,11,15.47,9,14.7,9,29.4,10,74.44,10,0,74.44,77.44,10,10,1,1,2,0,0,0,0,82.23,82,0
11414,3,2019,Nashville Regional,3/9/2019,Finals,SA,2,-,Franklin HS (TN),TN,14.62,12,16.27,3,14.4,12,29,12,74.29,11,0,74.29,77.29,11,11,1,1,2,0,0,0,0,83.82,74,0
